candidate_combo,candidate_bucket_combo,status,message,hedge_budget_pct,hedge_budget_krw,hedge_invested_krw,hedge_cash_left_krw,hedge_share_counts,combo_size,base_vol_annual,proposed_vol_annual,base_mdd,proposed_mdd,base_cvar_95,proposed_cvar_95,base_annual_return_krw,proposed_annual_return_krw,base_sharpe_krw_proxy,proposed_sharpe_krw_proxy,base_stress_avg_ret_krw,proposed_stress_avg_ret_krw,base_corr_sp500_krw,proposed_corr_sp500_krw,base_beta_sp500_krw,proposed_beta_sp500_krw,vol_improve_pct,mdd_improve_pct,cvar_improve_pct,stress_improve,corr_improve,beta_improve,exposure_improve,sharpe_improve,sharpe_improve_pct,combo_min_adv_60,score_component_cvar,score_component_mdd,score_component_stress,score_component_exposure,score_component_sharpe,score_component_liquidity,final_score,recommendation_reason,weights_snapshot
GLD + TLT,bond|gold,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1604795.451403,395204.548597,"{""GLD"": 1, ""TLT"": 7}",2,0.282572,0.239622,-0.320566,-0.272899,-0.039909,-0.033671,0.232355,0.216898,0.716119,0.77997,0.000211,0.000105,0.601582,0.645301,1.204088,1.031664,15.199675,14.8697,15.631357,-0.000106,-0.043719,0.172424,0.172424,0.063851,8.916211,4971757120341.5625,1.0,0.615874,0.590679,1.0,0.291554,1.0,0.770466,"CVaR 개선, 노출(beta/corr) 감소, 유동성 양호","{""AAPL"": 83.3333, ""GLD"": 5.8318, ""TLT"": 7.5415, ""__CASH__"": 3.2934}"
GLD + SHY,bond|gold,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1668939.2581,331060.7419,"{""GLD"": 1, ""SHY"": 8}",2,0.282572,0.239186,-0.320566,-0.267662,-0.039909,-0.033731,0.232355,0.223769,0.716119,0.810119,0.000211,0.000171,0.601582,0.642945,1.204088,1.032936,15.354044,16.503464,15.481798,-4e-05,-0.041363,0.171152,0.171152,0.093999,13.126205,534241832039.15826,0.969305,0.97093,0.781164,0.984724,0.465664,0.101485,0.839789,"노출(beta/corr) 감소, MDD 개선, CVaR 개선","{""AAPL"": 83.3333, ""GLD"": 5.8318, ""SHY"": 8.0761, ""__CASH__"": 2.7588}"
GLD + XLV,defensive|gold,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1596945.867462,403054.132538,"{""GLD"": 1, ""XLV"": 4}",2,0.282572,0.243364,-0.320566,-0.268643,-0.039909,-0.03434,0.232355,0.228174,0.716119,0.814309,0.000211,0.000204,0.601582,0.653677,1.204088,1.06523,13.875284,16.197507,13.955425,-7e-06,-0.052095,0.138858,0.138858,0.09819,13.711396,2989320532229.1396,0.656043,0.904438,0.876624,0.597076,0.489866,0.598593,0.724451,"MDD 개선, Stress 방어, CVaR 개선","{""AAPL"": 83.3333, ""GLD"": 5.8318, ""XLV"": 7.4761, ""__CASH__"": 3.3588}"
BTC-USD + USO,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + DBC,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLU,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLP,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLE,commodity_energy|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + IEF,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + TLT,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + SHY,bond|crypto,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
BTC-USD + XLV,crypto|defensive,FAIL,FAIL: 예산 부족 - BTC-USD 1주 매수 불가,20.0,2000000.0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
USO + XLU,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1884772.881966,115227.118034,"{""USO"": 6, ""XLU"": 14}",2,0.282572,0.246546,-0.320566,-0.281984,-0.039909,-0.035209,0.232355,0.242045,0.716119,0.860062,0.000211,8.6e-05,0.601582,0.635303,1.204088,1.087,12.749212,12.035804,11.778424,-0.000125,-0.033721,0.117088,0.117088,0.143942,20.100334,1652371122214.9956,0.20925,0.0,0.535911,0.335752,0.75409,0.327885,0.305798,"Sharpe 개선, Stress 방어, 노출(beta/corr) 감소","{""AAPL"": 83.3333, ""USO"": 7.7514, ""XLU"": 7.955, ""__CASH__"": 0.9602}"
USO + XLP,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1808913.327217,191086.672783,"{""USO"": 6, ""XLP"": 7}",2,0.282572,0.246611,-0.320566,-0.281441,-0.039909,-0.035405,0.232355,0.236909,0.716119,0.839009,0.000211,3.6e-05,0.601582,0.624923,1.204088,1.08221,12.726234,12.204914,11.285145,-0.000175,-0.023341,0.121878,0.121878,0.122889,17.160435,1970411033369.56,0.108013,0.036752,0.390312,0.393251,0.632506,0.392282,0.245407,"Sharpe 개선, 노출(beta/corr) 감소, 유동성 양호","{""AAPL"": 83.3333, ""USO"": 7.7514, ""XLP"": 7.3228, ""__CASH__"": 1.5924}"
USO + IEF,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1918807.164092,81192.835908,"{""USO"": 6, ""IEF"": 7}",2,0.282572,0.243406,-0.320566,-0.279254,-0.039909,-0.034821,0.232355,0.229331,0.716119,0.818926,0.000211,0.000111,0.601582,0.628232,1.204088,1.059395,13.860662,12.887216,12.750475,-0.0001,-0.02665,0.144694,0.144694,0.102807,14.356119,1255579678910.7893,0.408747,0.185032,0.6079,0.667125,0.516529,0.247542,0.432391,"노출(beta/corr) 감소, Stress 방어, Sharpe 개선","{""AAPL"": 83.3333, ""USO"": 7.7514, ""IEF"": 8.2386, ""__CASH__"": 0.6766}"
USO + TLT,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1835156.608595,164843.391405,"{""USO"": 6, ""TLT"": 7}",2,0.282572,0.243512,-0.320566,-0.280715,-0.039909,-0.034783,0.232355,0.224876,0.716119,0.800274,0.000211,6.1e-05,0.601582,0.630206,1.204088,1.05847,13.822978,12.431506,12.844525,-0.00015,-0.028624,0.145618,0.145618,0.084155,11.751478,1970411033369.56,0.42805,0.085996,0.461724,0.678222,0.40881,0.392282,0.387679,"노출(beta/corr) 감소, Stress 방어, CVaR 개선","{""AAPL"": 83.3333, ""USO"": 7.7514, ""TLT"": 7.5415, ""__CASH__"": 1.3737}"
USO + SHY,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1899300.415292,100699.584708,"{""USO"": 6, ""SHY"": 8}",2,0.282572,0.243368,-0.320566,-0.278067,-0.039909,-0.034849,0.232355,0.231707,0.716119,0.828816,0.000211,0.000126,0.601582,0.627273,1.204088,1.059743,13.873996,13.257483,12.679939,-8.5e-05,-0.025691,0.144345,0.144345,0.112696,15.737079,534241832039.15826,0.394271,0.2655,0.652209,0.662946,0.573641,0.101485,0.45027,"노출(beta/corr) 감소, Stress 방어, Sharpe 개선","{""AAPL"": 83.3333, ""USO"": 7.7514, ""SHY"": 8.0761, ""__CASH__"": 0.8392}"
USO + XLV,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1827307.024655,172692.975345,"{""USO"": 6, ""XLV"": 4}",2,0.282572,0.247462,-0.320566,-0.281902,-0.039909,-0.035479,0.232355,0.236144,0.716119,0.833033,0.000211,0.000159,0.601582,0.639591,1.204088,1.092036,12.42499,12.06131,11.100674,-5.2e-05,-0.038009,0.112052,0.112052,0.116914,16.326022,1970411033369.56,0.070153,0.005543,0.747669,0.275298,0.597998,0.392282,0.28214,"Stress 방어, Sharpe 개선, 유동성 양호","{""AAPL"": 83.3333, ""USO"": 7.7514, ""XLV"": 7.4761, ""__CASH__"": 1.4391}"
DBC + XLU,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1924665.03519,75334.96481,"{""DBC"": 24, ""XLU"": 14}",2,0.282572,0.244946,-0.320566,-0.280674,-0.039909,-0.034812,0.232355,0.233133,0.716119,0.829297,0.000211,-4.8e-05,0.601582,0.648657,1.204088,1.079653,13.315586,12.444328,12.772071,-0.000259,-0.047075,0.124436,0.124436,0.113177,15.804273,33038140663.32702,0.41318,0.088782,0.145599,0.423951,0.57642,0.0,0.291526,"Sharpe 개선, 노출(beta/corr) 감소, CVaR 개선","{""AAPL"": 83.3333, ""DBC"": 8.0839, ""XLU"": 7.955, ""__CASH__"": 0.6278}"
DBC + XLP,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1848805.480441,151194.519559,"{""DBC"": 24, ""XLP"": 7}",2,0.282572,0.245022,-0.320566,-0.276645,-0.039909,-0.034996,0.232355,0.22803,0.716119,0.808212,0.000211,-9.8e-05,0.601582,0.638302,1.204088,1.074863,13.288537,13.701098,12.311988,-0.000309,-0.03672,0.129226,0.129226,0.092093,12.859966,33038140663.32702,0.318755,0.361908,0.0,0.48145,0.454654,0.0,0.277556,"노출(beta/corr) 감소, Sharpe 개선, MDD 개선","{""AAPL"": 83.3333, ""DBC"": 8.0839, ""XLP"": 7.3228, ""__CASH__"": 1.26}"
DBC + IEF,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1958699.317316,41300.682684,"{""DBC"": 24, ""IEF"": 7}",2,0.282572,0.24184,-0.320566,-0.277945,-0.039909,-0.034402,0.232355,0.220494,0.716119,0.787686,0.000211,-2.3e-05,0.601582,0.641849,1.204088,1.052047,14.414823,13.295681,13.798435,-0.000234,-0.040267,0.152041,0.152041,0.071566,9.993655,33038140663.32702,0.623823,0.273802,0.217589,0.755325,0.336113,0.0,0.42576,"노출(beta/corr) 감소, CVaR 개선, Sharpe 개선","{""AAPL"": 83.3333, ""DBC"": 8.0839, ""IEF"": 8.2386, ""__CASH__"": 0.3442}"
DBC + TLT,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1875048.761818,124951.238182,"{""DBC"": 24, ""TLT"": 7}",2,0.282572,0.242008,-0.320566,-0.279415,-0.039909,-0.03437,0.232355,0.216053,0.716119,0.768787,0.000211,-7.3e-05,0.601582,0.643575,1.204088,1.051123,14.355185,12.837177,13.878699,-0.000284,-0.041993,0.152966,0.152966,0.052668,7.354605,33038140663.32702,0.640296,0.174157,0.071413,0.766422,0.226971,0.0,0.372557,"노출(beta/corr) 감소, CVaR 개선, Sharpe 개선","{""AAPL"": 83.3333, ""DBC"": 8.0839, ""TLT"": 7.5415, ""__CASH__"": 1.0413}"
DBC + SHY,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1939192.568515,60807.431485,"{""DBC"": 24, ""SHY"": 8}",2,0.282572,0.241752,-0.320566,-0.275234,-0.039909,-0.034442,0.232355,0.222867,0.716119,0.797791,0.000211,-8e-06,0.601582,0.641017,1.204088,1.052395,14.445946,14.141321,13.699147,-0.000219,-0.039435,0.151693,0.151693,0.081672,11.404755,33038140663.32702,0.603446,0.45758,0.261898,0.751146,0.394471,0.0,0.469663,"노출(beta/corr) 감소, CVaR 개선, MDD 개선","{""AAPL"": 83.3333, ""DBC"": 8.0839, ""SHY"": 8.0761, ""__CASH__"": 0.5067}"
DBC + XLV,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1867199.177878,132800.822122,"{""DBC"": 24, ""XLV"": 4}",2,0.282572,0.245893,-0.320566,-0.276282,-0.039909,-0.035073,0.232355,0.227267,0.716119,0.802246,0.000211,2.5e-05,0.601582,0.652227,1.204088,1.084689,12.980347,13.814515,12.118101,-0.000186,-0.050646,0.119399,0.119399,0.086127,12.026923,33038140663.32702,0.278963,0.386557,0.357357,0.363497,0.420202,0.0,0.32479,"Sharpe 개선, MDD 개선, 노출(beta/corr) 감소","{""AAPL"": 83.3333, ""DBC"": 8.0839, ""XLV"": 7.4761, ""__CASH__"": 1.1067}"
XLU + XLE,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1931694.455903,68305.544097,"{""XLU"": 14, ""XLE"": 12}",2,0.282572,0.248692,-0.320566,-0.278729,-0.039909,-0.035363,0.232355,0.241022,0.716119,0.848525,0.000211,5.1e-05,0.601582,0.643681,1.204088,1.109934,11.989739,13.051119,11.390072,-0.00016,-0.042099,0.094154,0.094154,0.132406,18.489331,1652371122214.9956,0.129547,0.220652,0.43337,0.060454,0.687464,0.327885,0.267332,"Sharpe 개선, Stress 방어, 유동성 양호","{""AAPL"": 83.3333, ""XLU"": 7.955, ""XLE"": 8.1425, ""__CASH__"": 0.5692}"
XLU + IEF,bond|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1943234.534924,56765.465076,"{""XLU"": 14, ""IEF"": 7}",2,0.282572,0.243141,-0.320566,-0.278519,-0.039909,-0.034254,0.232355,0.218488,0.716119,0.775222,0.000211,0.000158,0.601582,0.641674,1.204088,1.06309,13.954224,13.116694,14.170156,-5.3e-05,-0.040092,0.140998,0.140998,0.059103,8.253207,1255579678910.7893,0.700113,0.234903,0.743933,0.622766,0.264134,0.247542,0.541874,"Stress 방어, CVaR 개선, 노출(beta/corr) 감소","{""AAPL"": 83.3333, ""XLU"": 7.955, ""IEF"": 8.2386, ""__CASH__"": 0.473}"
XLU + TLT,bond|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1859583.979427,140416.020573,"{""XLU"": 14, ""TLT"": 7}",2,0.282572,0.243422,-0.320566,-0.28055,-0.039909,-0.034235,0.232355,0.214022,0.716119,0.755977,0.000211,0.000108,0.601582,0.642985,1.204088,1.062166,13.854765,12.482981,14.21839,-0.000103,-0.041403,0.141923,0.141923,0.039858,5.565771,1652371122214.9956,0.710012,0.097182,0.597757,0.633863,0.152991,0.327885,0.482572,"CVaR 개선, 노출(beta/corr) 감소, Stress 방어","{""AAPL"": 83.3333, ""XLU"": 7.955, ""TLT"": 7.5415, ""__CASH__"": 1.1701}"
XLU + SHY,bond|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1923727.786124,76272.213876,"{""XLU"": 14, ""SHY"": 8}",2,0.282572,0.242958,-0.320566,-0.275796,-0.039909,-0.034265,0.232355,0.220887,0.716119,0.785678,0.000211,0.000173,0.601582,0.641143,1.204088,1.063438,14.019109,13.965862,14.142464,-3.8e-05,-0.039561,0.14065,0.14065,0.069558,9.713252,534241832039.15826,0.69443,0.419448,0.788242,0.618587,0.324516,0.101485,0.583973,"Stress 방어, CVaR 개선, 노출(beta/corr) 감소","{""AAPL"": 83.3333, ""XLU"": 7.955, ""SHY"": 8.0761, ""__CASH__"": 0.6356}"
XLP + XLE,commodity_energy|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1855834.901154,144165.098846,"{""XLP"": 7, ""XLE"": 12}",2,0.282572,0.248737,-0.320566,-0.278933,-0.039909,-0.035551,0.232355,0.235897,0.716119,0.827769,0.000211,1e-06,0.601582,0.633036,1.204088,1.105144,11.974048,12.987264,10.921197,-0.00021,-0.031454,0.098944,0.098944,0.11165,15.590924,2488623226120.116,0.033319,0.206775,0.28777,0.117953,0.567596,0.497211,0.203986,"Sharpe 개선, 유동성 양호, Stress 방어","{""AAPL"": 83.3333, ""XLP"": 7.3228, ""XLE"": 8.1425, ""__CASH__"": 1.2014}"
XLP + IEF,bond|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1867374.980175,132625.019825,"{""XLP"": 7, ""IEF"": 7}",2,0.282572,0.24323,-0.320566,-0.274831,-0.039909,-0.03442,0.232355,0.213443,0.716119,0.754195,0.000211,0.000108,0.601582,0.631487,1.204088,1.0583,13.922837,14.266937,13.754066,-0.000103,-0.029906,0.145788,0.145788,0.038075,5.316899,1255579678910.7893,0.614717,0.484879,0.598333,0.680265,0.142699,0.247542,0.526467,"노출(beta/corr) 감소, CVaR 개선, Stress 방어","{""AAPL"": 83.3333, ""XLP"": 7.3228, ""IEF"": 8.2386, ""__CASH__"": 1.1052}"
XLP + TLT,bond|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1783724.424678,216275.575322,"{""XLP"": 7, ""TLT"": 7}",2,0.282572,0.24347,-0.320566,-0.276918,-0.039909,-0.034399,0.232355,0.209006,0.716119,0.73523,0.000211,5.8e-05,0.601582,0.632965,1.204088,1.057376,13.837916,13.616125,13.806024,-0.000153,-0.031383,0.146713,0.146713,0.019111,2.668622,2488623226120.116,0.625381,0.343442,0.452157,0.691362,0.033175,0.497211,0.475317,"노출(beta/corr) 감소, CVaR 개선, 유동성 양호","{""AAPL"": 83.3333, ""XLP"": 7.3228, ""TLT"": 7.5415, ""__CASH__"": 1.8023}"
XLP + SHY,bond|defensive,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1847868.231375,152131.768625,"{""XLP"": 7, ""SHY"": 8}",2,0.282572,0.243088,-0.320566,-0.272066,-0.039909,-0.034448,0.232355,0.215819,0.716119,0.764409,0.000211,0.000123,0.601582,0.630883,1.204088,1.058648,13.972998,15.129477,13.682794,-8.8e-05,-0.029301,0.14544,0.14544,0.04829,6.743254,534241832039.15826,0.60009,0.672329,0.642643,0.676086,0.201688,0.101485,0.565878,"노출(beta/corr) 감소, MDD 개선, Stress 방어","{""AAPL"": 83.3333, ""XLP"": 7.3228, ""SHY"": 8.0761, ""__CASH__"": 1.2678}"
XLE + IEF,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1965728.738029,34271.261971,"{""XLE"": 12, ""IEF"": 7}",2,0.282572,0.245395,-0.320566,-0.274417,-0.039909,-0.034953,0.232355,0.228375,0.716119,0.808389,0.000211,7.6e-05,0.601582,0.637238,1.204088,1.082329,13.156627,14.396254,12.419183,-0.000135,-0.035656,0.121759,0.121759,0.092269,12.884654,1255579678910.7893,0.340755,0.512982,0.505359,0.391827,0.455675,0.247542,0.42006,"MDD 개선, Stress 방어, Sharpe 개선","{""AAPL"": 83.3333, ""XLE"": 8.1425, ""IEF"": 8.2386, ""__CASH__"": 0.2856}"
XLE + TLT,bond|commodity_energy,FAIL,FAIL: Stress 개선 미달,20.0,2000000.0,1882078.182532,117921.817468,"{""XLE"": 12, ""TLT"": 7}",2,0.282572,0.245548,-0.320566,-0.275783,-0.039909,-0.034927,0.232355,0.223909,0.716119,0.789699,0.000211,2.6e-05,0.601582,0.638742,1.204088,1.081404,13.102532,13.97014,12.483917,-0.000185,-0.03716,0.122684,0.122684,0.07358,10.274835,3906806842509.893,0.354041,0.420378,0.359183,0.402924,0.347742,0.784367,0.394111,"유동성 양호, MDD 개선, 노출(beta/corr) 감소","{""AAPL"": 83.3333, ""XLE"": 8.1425, ""TLT"": 7.5415, ""__CASH__"": 0.9827}"
